District ID ,District Name ,School ID,School Name,School Year,Total ,Prekindergarten ,KindergartenFull Day ,KindergartenExtended Day ,KindergartenHalf Day ,Totalk,Grade 1 ,Grade 2 ,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade10,Grade11,Grade12
77,Manchester School District,14,Washington School,2006-07,389,NA,64,NA,NA,64,62,53,63,49,53,45,NA,NA,NA,NA,NA,NA
78,Mansfield School District,4,Annie E. Vinton School,2006-07,251,22,46,NA,4,50,46,42,44,47,NA,NA,NA,NA,NA,NA,NA,NA
78,Mansfield School District,2,Dorothy C. Goodwin School,2006-07,212,19,32,NA,5,37,35,39,39,43,NA,NA,NA,NA,NA,NA,NA,NA
78,Mansfield School District,51,Mansfield Middle School School,2006-07,606,NA,NA,NA,NA,0,NA,NA,NA,NA,133,156,144,173,NA,NA,NA,NA
78,Mansfield School District,5,Southeast Elementary School,2006-07,264,20,43,NA,3,46,46,43,54,55,NA,NA,NA,NA,NA,NA,NA,NA
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2006-07,651,20,3,NA,91,94,88,87,83,90,91,98,NA,NA,NA,NA,NA,NA
80,Meriden School District,1,Benjamin Franklin School,2006-07,450,90,1,NA,43,44,52,47,75,73,69,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,11,Casimir Pulaski School,2006-07,722,NA,NA,NA,95,95,132,110,123,140,122,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,61,Francis T. Maloney High School,2006-07,1342,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,390,341,323,288
80,Meriden School District,3,Hanover School,2006-07,550,118,NA,NA,45,45,61,85,80,75,86,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,4,Israel Putnam School,2006-07,643,NA,6,NA,97,103,91,112,104,131,102,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,5,John Barry School,2006-07,597,40,57,NA,22,79,99,95,95,102,87,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,52,Lincoln Middle School,2006-07,768,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,247,280,241,NA,NA,NA,NA
80,Meriden School District,7,Nathan Hale School,2006-07,619,3,NA,NA,87,87,113,98,96,113,109,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,62,Orville H. Platt High School,2006-07,1233,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,345,352,290,246
80,Meriden School District,8,Roger Sherman School,2006-07,590,78,NA,NA,83,83,90,75,70,97,97,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,10,Thomas Hooker School,2006-07,474,NA,1,NA,115,116,109,82,67,51,49,NA,NA,NA,NA,NA,NA,NA
80,Meriden School District,54,Washington Middle School,2006-07,876,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,301,276,299,NA,NA,NA,NA
83,Middletown School District,2,Bielefield School,2006-07,363,59,56,NA,NA,56,56,60,45,50,37,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,5,Farm Hill School,2006-07,304,NA,47,NA,NA,47,50,47,53,53,54,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,15,Keigwin Middle School,2006-07,347,NA,NA,NA,NA,0,NA,NA,NA,NA,1,346,NA,NA,NA,NA,NA,NA
83,Middletown School District,13,Lawrence School,2006-07,335,NA,57,NA,NA,57,72,48,52,43,63,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,9,MacDonough School,2006-07,244,NA,36,NA,NA,36,51,43,40,40,34,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,62,Middletown High School,2006-07,1319,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,354,327,333,305
83,Middletown School District,12,Moody School,2006-07,402,NA,81,NA,NA,81,64,77,56,58,66,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,11,Snow School,2006-07,348,52,51,NA,NA,51,46,54,57,51,37,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,1,Spencer School,2006-07,351,NA,76,NA,NA,76,51,63,52,51,58,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,14,Wesley School,2006-07,334,NA,54,NA,NA,54,45,49,70,55,61,NA,NA,NA,NA,NA,NA,NA
83,Middletown School District,54,Woodrow Wilson Middle School,2006-07,728,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,354,372,NA,NA,NA,NA
84,Milford School District,1,Calf Pen Meadow School,2006-07,361,32,65,NA,1,66,46,51,51,58,57,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,51,East Shore Middle School,2006-07,626,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,213,208,205,NA,NA,NA,NA
84,Milford School District,52,Harborside Middle School,2006-07,579,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,182,191,206,NA,NA,NA,NA
84,Milford School District,19,J. F. Kennedy School,2006-07,398,NA,56,NA,NA,56,64,69,72,68,69,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,62,Jonathan Law High School,2006-07,1080,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,301,285,248,246
84,Milford School District,63,Joseph A. Foran High School,2006-07,1026,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,293,244,244,245
84,Milford School District,16,Live Oaks School,2006-07,361,NA,59,NA,NA,59,52,59,67,65,59,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,17,Mathewson School,2006-07,575,NA,110,NA,NA,110,108,97,89,88,83,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,7,Meadowside School,2006-07,377,NA,59,NA,NA,59,63,65,53,60,77,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,8,Orange Avenue School,2006-07,516,56,76,NA,NA,76,65,74,88,75,82,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,18,Orchard Hills School,2006-07,399,NA,60,NA,NA,60,67,67,57,69,79,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,10,Pumpkin Delight School,2006-07,292,81,30,NA,NA,30,38,39,36,35,33,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,14,Simon Lake School,2006-07,343,15,51,NA,NA,51,68,43,65,52,49,NA,NA,NA,NA,NA,NA,NA
84,Milford School District,64,The Academy,2006-07,86,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,22,21,22,21
84,Milford School District,53,West Shore Middle School,2006-07,485,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,176,161,148,NA,NA,NA,NA
85,Monroe School District,6,Chalk Hill School,2006-07,652,NA,NA,NA,NA,0,NA,NA,NA,NA,349,303,NA,NA,NA,NA,NA,NA
85,Monroe School District,5,Fawn Hollow Elementary School,2006-07,648,NA,NA,NA,121,121,138,116,132,141,NA,NA,NA,NA,NA,NA,NA,NA
85,Monroe School District,52,Jockey Hollow School,2006-07,713,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,349,364,NA,NA,NA,NA
85,Monroe School District,61,Masuk High School,2006-07,1456,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,312,355,392,397
85,Monroe School District,1,Monroe Elementary School,2006-07,361,46,NA,NA,54,54,75,52,61,73,NA,NA,NA,NA,NA,NA,NA,NA
85,Monroe School District,3,Stepney Elementary School,2006-07,534,NA,NA,NA,92,92,101,119,108,114,NA,NA,NA,NA,NA,NA,NA,NA
86,Montville School District,7,Dr. Charles E. Murphy School,2006-07,435,12,NA,NA,65,65,68,63,64,79,84,NA,NA,NA,NA,NA,NA,NA
86,Montville School District,51,Leonard J. Tyl Middle School,2006-07,723,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,212,273,238,NA,NA,NA,NA
86,Montville School District,1,Mohegan School,2006-07,418,1,1,NA,68,69,87,59,80,56,66,NA,NA,NA,NA,NA,NA,NA
86,Montville School District,61,Montville High School,2006-07,863,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,269,203,202,189
86,Montville School District,5,Oakdale School,2006-07,485,53,NA,NA,61,61,69,75,82,66,79,NA,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,8,Andrew Avenue School,2006-07,248,NA,16,NA,41,57,56,51,32,52,NA,NA,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,1,Central Avenue School,2006-07,315,NA,19,NA,38,57,63,62,56,77,NA,NA,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,51,City Hill Middle School,2006-07,525,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,270,255,NA,NA,NA,NA
88,Naugatuck School District,2,Cross Street Intermediate School,2006-07,406,NA,NA,NA,NA,0,NA,NA,NA,NA,206,200,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,81,Head Start,2006-07,108,108,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,4,Hillside Intermediate School,2006-07,377,NA,NA,NA,NA,0,NA,NA,NA,NA,187,190,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,52,Hillside Middle School,2006-07,306,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,149,157,NA,NA,NA,NA
88,Naugatuck School District,5,Hop Brook Elementary School,2006-07,338,NA,18,NA,47,65,59,73,77,64,NA,NA,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,3,Maple Hill School,2006-07,423,40,18,NA,61,79,78,72,81,73,NA,NA,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,61,Naugatuck High School,2006-07,1480,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,350,346,370,414
88,Naugatuck School District,6,Salem School,2006-07,275,NA,17,NA,40,57,57,43,53,65,NA,NA,NA,NA,NA,NA,NA,NA
88,Naugatuck School District,7,Western School,2006-07,279,NA,17,NA,21,38,47,63,67,64,NA,NA,NA,NA,NA,NA,NA,NA
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2006-07,302,NA,NA,43,NA,43,40,43,40,39,33,31,33,NA,NA,NA,NA,NA
89,New Britain School District,3,Chamberlain School,2006-07,634,NA,57,NA,78,135,123,131,90,75,80,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,11,Diloreto Magnet School,2006-07,642,34,57,NA,27,84,72,80,122,138,112,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,5,Gaffney School,2006-07,479,129,17,NA,34,51,51,54,54,70,70,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,6,Holmes School,2006-07,400,27,35,NA,40,75,81,74,47,44,52,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,54,"House of Arts, Letters and Science (HALS)  Academy",2006-07,157,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,54,50,53,NA,NA,NA,NA
89,New Britain School District,7,Jefferson School,2006-07,435,NA,40,NA,44,84,63,64,76,70,78,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,8,Lincoln School,2006-07,638,40,54,NA,41,95,126,102,106,89,80,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,80,New Britain Center For School Readiness,2006-07,77,77,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,61,New Britain High School,2006-07,3266,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,855,843,918,650
89,New Britain School District,9,Northend School,2006-07,315,NA,49,NA,NA,49,56,51,54,59,46,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,53,Pulaski Middle School,2006-07,859,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,274,290,295,NA,NA,NA,NA
89,New Britain School District,51,Roosevelt Middle School,2006-07,608,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,185,193,230,NA,NA,NA,NA
89,New Britain School District,52,Slade Middle School,2006-07,740,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,241,238,261,NA,NA,NA,NA
89,New Britain School District,12,Smalley Academy,2006-07,658,NA,80,NA,25,105,114,109,142,83,105,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,13,Smith School,2006-07,579,NA,60,NA,43,103,93,102,89,104,88,NA,NA,NA,NA,NA,NA,NA
89,New Britain School District,15,Vance School,2006-07,455,NA,40,NA,48,88,82,78,80,70,57,NA,NA,NA,NA,NA,NA,NA
90,New Canaan School District,4,East School,2006-07,535,NA,NA,104,NA,104,101,110,107,113,NA,NA,NA,NA,NA,NA,NA,NA
90,New Canaan School District,61,New Canaan High School,2006-07,1210,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,312,286,322,290
90,New Canaan School District,51,Saxe Middle School,2006-07,1335,NA,NA,NA,NA,0,NA,NA,NA,NA,324,363,319,329,NA,NA,NA,NA
90,New Canaan School District,2,South School,2006-07,530,23,NA,95,NA,95,106,106,98,102,NA,NA,NA,NA,NA,NA,NA,NA
90,New Canaan School District,3,West School,2006-07,529,47,NA,74,NA,74,95,111,102,100,NA,NA,NA,NA,NA,NA,NA,NA
91,New Fairfield School District,1,Consolidated School,2006-07,667,75,NA,NA,182,182,195,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,New Fairfield School District,2,Meeting House Hill School,2006-07,704,NA,NA,NA,NA,0,NA,NA,234,246,224,NA,NA,NA,NA,NA,NA,NA
91,New Fairfield School District,61,New Fairfield High School,2006-07,937,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,274,210,229,224
91,New Fairfield School District,52,New Fairfield Middle School,2006-07,757,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,255,248,254,NA,NA,NA,NA
92,New Hartford School District,3,Ann Antolini School,2006-07,338,NA,NA,NA,NA,0,NA,NA,87,75,92,84,NA,NA,NA,NA,NA,NA
92,New Hartford School District,1,Bakerville Consolidated School,2006-07,163,NA,NA,NA,45,45,57,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,New Hartford School District,2,New Hartford Elementary School,2006-07,112,17,NA,NA,33,33,27,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,15,Augusta Lewis Troup School,2006-07,366,NA,42,NA,NA,42,36,47,NA,NA,24,46,65,106,NA,NA,NA,NA
93,New Haven School District,2,Barnard Environmental Magnet School,2006-07,335,38,48,NA,NA,48,44,59,51,52,34,9,NA,NA,NA,NA,NA,NA
93,New Haven School District,3,Beecher School,2006-07,326,NA,43,NA,NA,43,61,45,52,52,34,38,1,NA,NA,NA,NA,NA
93,New Haven School District,18,Benjamin Jepson Magnet School,2006-07,327,10,40,NA,NA,40,40,35,38,36,31,24,35,38,NA,NA,NA,NA
93,New Haven School District,55,Betsy Ross Arts Magnet School,2006-07,484,NA,NA,NA,NA,0,NA,NA,NA,NA,98,139,132,115,NA,NA,NA,NA
93,New Haven School District,43,Bishop Woods School,2006-07,293,27,49,NA,NA,49,46,49,52,47,23,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,48,Celentano School,2006-07,433,28,42,NA,NA,42,42,66,43,45,40,42,42,43,NA,NA,NA,NA
93,New Haven School District,41,Christopher Columbus Academy,2006-07,254,NA,49,NA,NA,49,51,47,39,39,29,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,5,Clarence Rogers School,2006-07,178,76,49,NA,NA,49,50,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,42,Clemente Leadership Academy,2006-07,577,NA,49,NA,NA,49,52,69,42,39,40,53,119,114,NA,NA,NA,NA
93,New Haven School District,6,Clinton Avenue School,2006-07,514,NA,75,NA,NA,75,92,92,91,75,40,49,NA,NA,NA,NA,NA,NA
93,New Haven School District,31,Conte/West Hills Magnet School,2006-07,616,1,63,NA,NA,63,72,72,66,69,71,65,67,70,NA,NA,NA,NA
93,New Haven School District,64,Cooperative High School,2006-07,421,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,140,106,101,74
93,New Haven School District,9,Davis 21st Century Magnet Elementary School,2006-07,365,37,48,NA,NA,48,61,52,66,65,36,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,82,Dwight Early Childhood Program,2006-07,42,42,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,81,Early Learning Center,2006-07,113,113,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,46,East Rock Community Magnet School,2006-07,676,5,59,NA,NA,59,72,72,71,70,69,79,89,90,NA,NA,NA,NA
93,New Haven School District,12,Edgewood School,2006-07,439,3,48,NA,NA,48,48,47,54,48,44,50,50,47,NA,NA,NA,NA
93,New Haven School District,16,Fair Haven School,2006-07,703,NA,50,NA,NA,50,52,43,44,52,40,68,128,226,NA,NA,NA,NA
93,New Haven School District,80,Headstart,2006-07,425,425,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,66,High School In The Community,2006-07,320,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,119,69,79,53
93,New Haven School District,7,Hill Central Music Academy,2006-07,523,40,56,NA,NA,56,60,60,59,55,44,42,46,61,NA,NA,NA,NA
93,New Haven School District,63,Hill Regional Career High School,2006-07,705,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,181,171,145
93,New Haven School District,68,Hyde Leadership School,2006-07,214,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,81,58,43,32
93,New Haven School District,62,James Hillhouse High School,2006-07,1182,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,380,332,282,188
93,New Haven School District,13,John C. Daniels,2006-07,538,59,53,NA,NA,53,97,86,79,67,53,44,NA,NA,NA,NA,NA,NA
93,New Haven School District,8,John S. Martinez School,2006-07,581,40,73,NA,NA,73,71,73,71,77,59,49,42,26,NA,NA,NA,NA
93,New Haven School District,4,Katherine Brennan School,2006-07,290,NA,NA,NA,NA,0,NA,55,40,48,27,35,41,44,NA,NA,NA,NA
93,New Haven School District,30,King/Robinson Magnet School,2006-07,323,40,32,NA,NA,32,38,41,37,30,32,16,20,37,NA,NA,NA,NA
93,New Haven School District,20,Lincoln-Bassett School,2006-07,551,50,44,NA,NA,44,89,73,56,54,45,41,54,45,NA,NA,NA,NA
93,New Haven School District,60,Metropolitan Business High School,2006-07,199,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,76,50,45,28
93,New Haven School District,49,Microsociety Magnet School,2006-07,210,NA,26,NA,NA,26,22,22,26,25,16,23,26,24,NA,NA,NA,NA
93,New Haven School District,14,Nathan Hale School,2006-07,601,71,74,NA,NA,74,51,71,52,52,51,54,52,73,NA,NA,NA,NA
93,New Haven School District,70,New Haven Academy,2006-07,161,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,71,41,23,26
93,New Haven School District,65,Polly T. McCabe Center,2006-07,40,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,8,11,11,8
93,New Haven School District,1,Primary Learning Academy,2006-07,78,78,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,23,Prince School,2006-07,71,NA,70,NA,NA,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,69,Riverside Education Academy,2006-07,199,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10,28,52,52,57
93,New Haven School District,10,Ross/Woodward School,2006-07,690,39,52,NA,NA,52,76,72,100,94,63,88,71,35,NA,NA,NA,NA
93,New Haven School District,53,Sheridan Communications and Technology Magnet School,2006-07,272,NA,NA,NA,NA,0,NA,NA,NA,NA,23,57,88,104,NA,NA,NA,NA
93,New Haven School District,67,Sound School,2006-07,332,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,109,97,71,55
93,New Haven School District,11,Timothy Dwight School,2006-07,362,34,66,NA,NA,66,71,66,63,62,NA,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,29,Truman School,2006-07,623,79,51,NA,NA,51,49,53,70,72,68,75,79,27,NA,NA,NA,NA
93,New Haven School District,51,Urban Youth Center Middle School,2006-07,59,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,16,15,28,NA,NA,NA,NA
93,New Haven School District,25,"Vincent E. Mauro Elementary Math, Science and Technology Magnet School",2006-07,362,37,44,NA,NA,44,58,56,56,62,49,NA,NA,NA,NA,NA,NA,NA
93,New Haven School District,32,Wexler/Grant Community School,2006-07,484,34,48,NA,NA,48,55,51,51,51,44,51,57,42,NA,NA,NA,NA
93,New Haven School District,61,Wilbur Cross High School,2006-07,1796,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,611,471,423,291
93,New Haven School District,38,Worthington Hooker School,2006-07,391,NA,47,NA,NA,47,45,51,49,42,42,45,37,33,NA,NA,NA,NA
95,New London School District,51,Bennie Dover Jackson Middle School,2006-07,695,26,NA,NA,NA,0,NA,NA,NA,NA,NA,217,214,238,NA,NA,NA,NA
95,New London School District,2,Harbor School,2006-07,376,4,48,NA,NA,48,60,52,75,69,68,NA,NA,NA,NA,NA,NA,NA
95,New London School District,3,Jennings School,2006-07,385,7,68,NA,NA,68,71,60,64,59,56,NA,NA,NA,NA,NA,NA,NA
95,New London School District,9,Nathan Hale School,2006-07,351,1,50,NA,NA,50,59,62,67,54,58,NA,NA,NA,NA,NA,NA,NA
95,New London School District,61,New London High School,2006-07,786,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,291,191,158,146
95,New London School District,8,Winthrop School,2006-07,354,NA,44,NA,NA,44,61,59,55,54,77,4,NA,NA,NA,NA,NA,NA
96,New Milford School District,5,Hill And Plain School,2006-07,489,30,6,2,100,108,122,120,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,New Milford School District,7,John Pettibone School,2006-07,501,33,2,6,84,92,123,125,128,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,New Milford School District,61,New Milford High School,2006-07,1589,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,463,380,415,331
96,New Milford School District,8,Northville Elementary School,2006-07,519,27,NA,6,101,107,140,128,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,New Milford School District,9,Sarah Noble Intermediate School,2006-07,1158,NA,NA,NA,NA,0,NA,NA,NA,382,378,398,NA,NA,NA,NA,NA,NA
96,New Milford School District,52,Schaghticoke Middle School,2006-07,783,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,386,397,NA,NA,NA,NA
94,Newington School District,6,Anna Reynolds School,2006-07,461,32,80,NA,NA,80,77,81,82,109,NA,NA,NA,NA,NA,NA,NA,NA
94,Newington School District,2,Elizabeth Green School,2006-07,289,5,60,NA,NA,60,57,51,64,52,NA,NA,NA,NA,NA,NA,NA,NA
94,Newington School District,8,John Paterson School,2006-07,506,33,91,NA,NA,91,86,88,90,118,NA,NA,NA,NA,NA,NA,NA,NA
94,Newington School District,53,John Wallace Middle School,2006-07,770,NA,NA,NA,NA,0,NA,NA,NA,NA,203,187,177,203,NA,NA,NA,NA
94,Newington School District,51,Martin Kellogg Middle School,2006-07,686,NA,NA,NA,NA,0,NA,NA,NA,NA,152,183,155,196,NA,NA,NA,NA
94,Newington School District,61,Newington High School,2006-07,1509,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,394,343,398,374
94,Newington School District,7,Ruth Chaffee School,2006-07,370,7,63,NA,NA,63,72,82,65,81,NA,NA,NA,NA,NA,NA,NA,NA
97,Newtown School District,1,Hawley Elementary School,2006-07,432,NA,NA,NA,77,77,89,70,96,100,NA,NA,NA,NA,NA,NA,NA,NA
97,Newtown School District,4,Head O'Meadow Elementary School,2006-07,475,NA,NA,NA,69,69,92,111,88,115,NA,NA,NA,NA,NA,NA,NA,NA
97,Newtown School District,3,Middle Gate Elementary School,2006-07,516,NA,NA,NA,89,89,114,108,105,100,NA,NA,NA,NA,NA,NA,NA,NA
97,Newtown School District,61,Newtown High School,2006-07,1714,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,435,431,411,437
97,Newtown School District,51,Newtown Middle School,2006-07,890,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,430,460,NA,NA,NA,NA
97,Newtown School District,80,Newtown Preschool,2006-07,59,59,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Newtown School District,5,Reed Intermediate School ,2006-07,911,NA,NA,NA,NA,0,NA,NA,NA,NA,414,497,NA,NA,NA,NA,NA,NA
97,Newtown School District,2,Sandy Hook Elementary School,2006-07,671,NA,NA,NA,126,126,132,135,130,148,NA,NA,NA,NA,NA,NA,NA,NA
98,Norfolk School District,1,Botelle Elementary School,2006-07,173,17,NA,27,NA,27,14,24,21,23,29,18,NA,NA,NA,NA,NA,NA
99,North Branford School District,4,Jerome Harrison School,2006-07,381,NA,NA,NA,90,90,91,102,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,North Branford School District,61,North Branford High School,2006-07,700,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,170,188,191,151
99,North Branford School District,51,North Branford Intermediate School,2006-07,589,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,198,176,215,NA,NA,NA,NA
99,North Branford School District,5,Stanley T. Williams School,2006-07,275,17,NA,NA,69,69,94,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,North Branford School District,6,Totoket Valley Elementary School,2006-07,504,NA,NA,NA,NA,0,NA,NA,88,224,192,NA,NA,NA,NA,NA,NA,NA
100,North Canaan School District,1,North Canaan Elementary School,2006-07,369,18,38,NA,NA,38,34,41,30,37,40,44,43,44,NA,NA,NA,NA
101,North Haven School District,8,Clintonville Elementary School,2006-07,413,1,62,NA,NA,62,72,54,67,62,95,NA,NA,NA,NA,NA,NA,NA
101,North Haven School District,7,Green Acres Elementary School,2006-07,456,54,77,NA,NA,77,63,61,64,60,77,NA,NA,NA,NA,NA,NA,NA
101,North Haven School District,2,Montowese Elementary School,2006-07,445,1,67,NA,NA,67,70,83,81,76,67,NA,NA,NA,NA,NA,NA,NA
101,North Haven School District,61,North Haven High School,2006-07,1246,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,344,330,284,288
101,North Haven School District,52,North Haven Middle School,2006-07,922,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,302,304,316,NA,NA,NA,NA
101,North Haven School District,3,Ridge Road Elementary School,2006-07,480,2,85,NA,NA,85,73,82,66,83,89,NA,NA,NA,NA,NA,NA,NA
102,North Stonington School District,1,North Stonington Elementary School,2006-07,386,18,NA,NA,48,48,62,78,56,63,61,NA,NA,NA,NA,NA,NA,NA
102,North Stonington School District,61,Wheeler High School,2006-07,231,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,55,53,67,56
102,North Stonington School District,51,Wheeler Middle School,2006-07,192,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,58,69,65,NA,NA,NA,NA
103,Norwalk School District,62,Brien McMahon High School,2006-07,1574,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,466,400,371,337
103,Norwalk School District,63,Briggs High School,2006-07,107,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,38,23,32,13
103,Norwalk School District,2,Brookside Elementary School,2006-07,432,22,72,NA,NA,72,76,68,62,61,71,NA,NA,NA,NA,NA,NA,NA
103,Norwalk School District,3,Columbus Magnet School,2006-07,352,NA,46,NA,NA,46,55,64,65,62,60,NA,NA,NA,NA,NA,NA,NA
