District ID ,District Name ,School ID,School Name,School Year,Total ,Prekindergarten ,KindergartenFull Day ,KindergartenExtended Day ,KindergartenHalf Day ,Totalk,Grade 1 ,Grade 2 ,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade10,Grade11,Grade12
35,Darien School District,7,Holmes Elementary School,2011-12,419,NA,82,NA,NA,82,67,74,64,66,66,NA,NA,NA,NA,NA,NA,NA
35,Darien School District,51,Middlesex Middle School,2011-12,1154,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,393,370,391,NA,NA,NA,NA
35,Darien School District,13,Ox Ridge Elementary School,2011-12,465,NA,66,NA,NA,66,79,94,73,84,69,NA,NA,NA,NA,NA,NA,NA
35,Darien School District,5,Royle Elementary School,2011-12,409,NA,71,NA,NA,71,60,74,59,82,63,NA,NA,NA,NA,NA,NA,NA
35,Darien School District,6,Tokeneke Elementary School,2011-12,483,48,82,NA,NA,82,70,76,70,65,72,NA,NA,NA,NA,NA,NA,NA
36,Deep River School District,1,Deep River Elementary School,2011-12,357,NA,NA,NA,55,55,46,56,41,47,56,56,NA,NA,NA,NA,NA,NA
37,Derby School District,6,Bradley School,2011-12,347,NA,60,NA,NA,60,68,62,62,46,49,NA,NA,NA,NA,NA,NA,NA
37,Derby School District,61,Derby High School,2011-12,359,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,108,96,65,90
37,Derby School District,50,Derby Middle School,2011-12,334,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,127,104,103,NA,NA,NA,NA
37,Derby School District,4,Irving School,2011-12,400,36,65,NA,NA,65,57,64,60,52,66,NA,NA,NA,NA,NA,NA,NA
40,East Granby School District,1,Allgrove School,2011-12,237,9,NA,NA,34,34,64,60,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,East Granby School District,61,East Granby High School,2011-12,263,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,67,67,67,62
40,East Granby School District,51,East Granby Middle School,2011-12,216,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,73,62,81,NA,NA,NA,NA
40,East Granby School District,2,R. Dudley Seymour School,2011-12,129,NA,NA,NA,NA,0,NA,NA,NA,53,76,NA,NA,NA,NA,NA,NA,NA
41,East Haddam School District,1,East Haddam Elementary School,2011-12,366,25,6,NA,69,75,73,87,106,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,East Haddam School District,61,Nathan Hale-Ray High School,2011-12,406,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,112,97,102,93
41,East Haddam School District,51,Nathan Hale-Ray Middle School,2011-12,497,NA,NA,NA,NA,0,NA,NA,NA,102,88,99,104,104,NA,NA,NA,NA
42,East Hampton School District,3,Center School,2011-12,303,NA,NA,NA,NA,0,NA,NA,NA,145,158,NA,NA,NA,NA,NA,NA,NA
42,East Hampton School District,61,East Hampton High School,2011-12,550,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,131,129,134,156
42,East Hampton School District,51,East Hampton Middle School,2011-12,469,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,133,165,171,NA,NA,NA,NA
42,East Hampton School District,1,Memorial School,2011-12,616,28,24,NA,134,158,139,150,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,East Hartford School District,9,Anna E. Norris School,2011-12,274,NA,49,NA,NA,49,37,48,59,25,25,31,NA,NA,NA,NA,NA,NA
43,East Hartford School District,63,Connecticut IB Academy,2011-12,188,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,54,55,43,36
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,2011-12,401,NA,61,NA,NA,61,70,74,77,49,40,30,NA,NA,NA,NA,NA,NA
43,East Hartford School District,22,Dr. John A. Langford School,2011-12,381,NA,77,NA,NA,77,63,56,69,42,52,22,NA,NA,NA,NA,NA,NA
43,East Hartford School District,10,Dr. Thomas S. O'Connell School,2011-12,313,NA,61,NA,NA,61,58,52,63,34,29,16,NA,NA,NA,NA,NA,NA
43,East Hartford School District,62,East Hartford High School,2011-12,1734,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,542,426,393,373
43,East Hartford School District,51,East Hartford Middle School,2011-12,1051,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,130,443,478,NA,NA,NA,NA
43,East Hartford School District,20,Governor William Pitkin School,2011-12,361,NA,66,NA,NA,66,76,60,55,47,33,24,NA,NA,NA,NA,NA,NA
43,East Hartford School District,5,Hockanum School,2011-12,297,34,50,NA,NA,50,56,43,44,38,32,NA,NA,NA,NA,NA,NA,NA
43,East Hartford School District,4,Joseph O. Goodwin School,2011-12,348,NA,48,NA,NA,48,59,55,67,35,57,27,NA,NA,NA,NA,NA,NA
43,East Hartford School District,18,Robert J. O'Brien School,2011-12,547,NA,82,NA,NA,82,70,57,79,108,95,56,NA,NA,NA,NA,NA,NA
43,East Hartford School District,12,Silver Lane School,2011-12,287,31,57,NA,NA,57,59,57,33,23,27,NA,NA,NA,NA,NA,NA,NA
43,East Hartford School District,64,Stevens Alternate High school,2011-12,151,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,13,53,47,38
43,East Hartford School District,24,Sunset Ridge School Elementary Academy for Arts and World Languages,2011-12,404,NA,NA,NA,NA,0,NA,NA,NA,119,163,122,NA,NA,NA,NA,NA,NA
43,East Hartford School District,80,Willowbrook Early Childhood,2011-12,232,232,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,17,Carbone School/East Haven Academy,2011-12,285,NA,NA,NA,NA,0,NA,NA,48,48,46,46,47,50,NA,NA,NA,NA
44,East Haven School District,14,D. C. Moore School,2011-12,263,68,66,NA,NA,66,60,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,1,Deer Run School,2011-12,305,46,84,NA,NA,84,85,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,13,Dominick H. Ferrara School,2011-12,251,NA,NA,NA,NA,0,NA,NA,94,87,70,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,61,East Haven High School,2011-12,885,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,236,241,219,189
44,East Haven School District,10,Grove J. Tuttle School,2011-12,196,NA,NA,NA,NA,0,NA,NA,60,65,71,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,51,Joseph Melillo Middle School,2011-12,647,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,207,215,225,NA,NA,NA,NA
44,East Haven School District,7,Momauguin School,2011-12,166,NA,NA,NA,NA,0,NA,NA,53,65,48,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,18,Overbrook Elementary School,2011-12,236,1,89,NA,NA,89,66,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,East Lyme School District,61,East Lyme High School,2011-12,1162,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,275,276,310,301
45,East Lyme School District,51,East Lyme Middle School,2011-12,854,NA,NA,NA,NA,0,NA,NA,NA,NA,208,220,208,218,NA,NA,NA,NA
45,East Lyme School District,1,Flanders School,2011-12,362,NA,NA,NA,66,66,64,71,89,72,NA,NA,NA,NA,NA,NA,NA,NA
45,East Lyme School District,80,Integrated Preschool,2011-12,51,51,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,East Lyme School District,4,Lillie B. Haynes School,2011-12,338,NA,2,NA,43,45,69,63,70,91,NA,NA,NA,NA,NA,NA,NA,NA
45,East Lyme School District,2,Niantic Center School,2011-12,211,NA,NA,NA,34,34,40,43,43,51,NA,NA,NA,NA,NA,NA,NA,NA
47,East Windsor School District,1,Broad Brook Elementary School,2011-12,532,57,100,NA,NA,100,93,98,90,93,NA,1,NA,NA,NA,NA,NA,NA
47,East Windsor School District,61,East Windsor High School,2011-12,374,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,97,110,85,82
47,East Windsor School District,54,East Windsor Middle School,2011-12,378,NA,NA,NA,NA,0,NA,NA,NA,NA,92,102,91,92,NA,NA,NA,1
253,Eastern Connecticut Regional Educational Service C,60,ACT Magnet School (Arts at the Capitol Theater) - Full Time,2011-12,128,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,35,35,25,33
253,Eastern Connecticut Regional Educational Service C,61,Quinebaug Middle College,2011-12,110,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,39,34
39,Eastford School District,1,Eastford Elementary School,2011-12,174,15,13,NA,NA,13,25,17,14,15,22,16,22,15,NA,NA,NA,NA
46,Easton School District,51,Helen Keller Middle School,2011-12,391,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,131,141,119,NA,NA,NA,NA
46,Easton School District,1,Samuel Staples Elementary School,2011-12,662,25,90,NA,NA,90,114,92,104,113,124,NA,NA,NA,NA,NA,NA,NA
242,Education Connection,80,Education Connection Headstart,2011-12,184,184,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Ellington School District,1,Center School,2011-12,448,63,NA,61,NA,61,85,70,85,84,NA,NA,NA,NA,NA,NA,NA,NA
48,Ellington School District,2,Crystal Lake School,2011-12,217,NA,NA,42,NA,42,40,45,44,46,NA,NA,NA,NA,NA,NA,NA,NA
48,Ellington School District,61,Ellington High School,2011-12,800,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,218,191,197,194
48,Ellington School District,51,Ellington Middle School,2011-12,421,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,229,192,NA,NA,NA,NA
48,Ellington School District,7,Windermere Intermediate School,2011-12,419,NA,NA,NA,NA,0,NA,NA,NA,NA,215,204,NA,NA,NA,NA,NA,NA
48,Ellington School District,6,Windermere School,2011-12,442,NA,NA,83,NA,83,87,104,78,90,NA,NA,NA,NA,NA,NA,NA,NA
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2011-12,600,NA,62,NA,NA,62,61,60,59,50,62,56,53,47,32,32,10,16
49,Enfield School District,13,Edgar H. Parkman School,2011-12,401,NA,NA,NA,NA,0,NA,NA,128,133,140,NA,NA,NA,NA,NA,NA,NA
49,Enfield School District,16,Eli Whitney School,2011-12,416,NA,NA,NA,NA,0,NA,NA,136,134,146,NA,NA,NA,NA,NA,NA,NA
49,Enfield School District,61,Enfield High School,2011-12,744,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,210,181,174,179
49,Enfield School District,2,Enfield Street School,2011-12,300,NA,NA,NA,92,92,112,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Enfield School District,62,Enrico Fermi High School,2011-12,1058,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,257,237,287,277
49,Enfield School District,4,Hazardville Memorial School,2011-12,360,68,1,NA,105,106,89,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Enfield School District,80,Head Start Program,2011-12,104,104,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Enfield School District,18,Henry Barnard School,2011-12,362,NA,14,NA,98,112,150,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Enfield School District,52,John F. Kennedy Middle School,2011-12,1201,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,407,363,431,NA,NA,NA,NA
49,Enfield School District,11,Nathan Hale School,2011-12,258,NA,5,NA,67,72,95,88,1,NA,2,NA,NA,NA,NA,NA,NA,NA
49,Enfield School District,15,Prudence Crandall School,2011-12,433,NA,NA,NA,NA,0,NA,1,145,153,134,NA,NA,NA,NA,NA,NA,NA
50,Essex School District,1,Essex Elementary School,2011-12,558,39,NA,NA,48,48,59,89,79,74,75,95,NA,NA,NA,NA,NA,NA
272,Explorations District,61,Explorations,2011-12,74,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,20,30,23
51,Fairfield School District,2,Burr Elementary School,2011-12,443,28,68,3,NA,71,67,62,87,61,67,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,1,Dwight Elementary School,2011-12,291,NA,39,3,NA,42,52,43,42,58,54,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,80,Early Childhood Center,2011-12,105,105,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,60,Fairfield Ludlowe High School,2011-12,1537,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,406,392,384,355
51,Fairfield School District,62,Fairfield Warde High School,2011-12,1353,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,341,354,319,339
51,Fairfield School District,52,Fairfield Woods Middle School,2011-12,769,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,311,214,244,NA,NA,NA,NA
51,Fairfield School District,4,Holland Hill School,2011-12,352,NA,66,3,NA,69,56,49,59,62,57,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,17,Jennings School,2011-12,361,NA,54,11,NA,65,57,59,50,64,66,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,6,McKinley School,2011-12,453,NA,70,3,NA,73,87,70,71,62,90,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,7,Mill Hill School,2011-12,459,NA,51,25,NA,76,71,85,78,75,74,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,16,North Stratfield School,2011-12,485,NA,74,11,NA,85,77,62,87,79,95,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,18,Osborn Hill School,2011-12,542,NA,72,10,NA,82,92,91,94,88,95,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,12,Riverfield School,2011-12,419,NA,42,26,NA,68,67,64,73,66,81,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,53,Roger Ludlowe Middle School,2011-12,997,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,309,331,357,NA,NA,NA,NA
51,Fairfield School District,13,Sherman School,2011-12,456,NA,57,23,NA,80,64,89,60,78,85,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,14,Stratfield School,2011-12,511,NA,85,4,NA,89,95,61,109,70,87,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,51,Tomlinson Middle School,2011-12,756,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,223,275,258,NA,NA,NA,NA
52,Farmington School District,4,East Farms School,2011-12,465,NA,NA,NA,80,80,91,91,89,114,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,80,Farmington Collaborative PK,2011-12,62,62,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,61,Farmington High School,2011-12,1293,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,336,342,323,292
52,Farmington School District,51,Irving A. Robbins Middle School,2011-12,652,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,311,341,NA,NA,NA,NA
52,Farmington School District,2,Noah Wallace School,2011-12,341,NA,NA,NA,57,57,71,64,84,65,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,1,Union School,2011-12,306,NA,NA,NA,55,55,63,71,64,53,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,3,West District School,2011-12,347,NA,NA,NA,61,61,70,74,78,64,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,5,West Woods Upper Elementary School,2011-12,575,NA,NA,NA,NA,0,NA,NA,NA,NA,279,296,NA,NA,NA,NA,NA,NA
53,Franklin School District,1,Franklin Elementary School,2011-12,204,22,15,NA,NA,15,21,17,18,19,21,31,21,19,NA,NA,NA,NA
54,Glastonbury School District,2,Buttonball Lane School,2011-12,545,NA,NA,2,86,88,79,79,95,103,101,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,3,Eastbury School,2011-12,320,31,NA,NA,39,39,38,45,50,58,59,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,8,Gideon Welles School,2011-12,506,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,506,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,61,Glastonbury High School,2011-12,2204,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,548,588,560,508
54,Glastonbury School District,4,Hebron Avenue School,2011-12,466,NA,NA,NA,57,57,72,84,85,92,76,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,6,Hopewell School,2011-12,481,NA,NA,1,53,54,75,79,86,87,100,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,7,Naubuc School,2011-12,442,NA,NA,20,42,62,78,72,70,81,79,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,9,Nayaug Elementary School,2011-12,646,32,5,NA,77,82,97,101,114,101,119,NA,NA,NA,NA,NA,NA,NA
54,Glastonbury School District,52,Smith Middle School,2011-12,1076,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,520,556,NA,NA,NA,NA
56,Granby School District,1,Frank M. Kearns Primary School,2011-12,389,NA,NA,NA,111,111,125,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Granby School District,61,Granby Memorial High School,2011-12,756,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,163,209,195,189
56,Granby School District,51,Granby Memorial Middle School,2011-12,356,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,162,194,NA,NA,NA,NA
56,Granby School District,4,Kelly Lane Intermediate School,2011-12,327,NA,NA,NA,NA,0,NA,NA,68,92,82,85,NA,NA,NA,NA,NA,NA
56,Granby School District,3,Wells Road Intermediate School,2011-12,327,NA,NA,NA,NA,0,NA,NA,85,74,87,81,NA,NA,NA,NA,NA,NA
57,Greenwich School District,51,Central Middle School,2011-12,604,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,211,205,188,NA,NA,NA,NA
57,Greenwich School District,2,Cos Cob School,2011-12,402,14,62,NA,NA,62,68,57,74,61,66,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,52,Eastern Middle School,2011-12,774,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,250,260,264,NA,NA,NA,NA
57,Greenwich School District,4,Glenville School,2011-12,385,NA,65,NA,NA,65,82,57,59,55,67,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,61,Greenwich High School,2011-12,2656,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,652,669,695,640
57,Greenwich School District,5,Hamilton Avenue School,2011-12,412,50,62,NA,NA,62,59,71,53,57,60,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,13,International School At Dundee,2011-12,366,NA,61,NA,NA,61,56,64,61,59,65,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,3,Julian Curtiss School,2011-12,343,NA,65,NA,NA,65,55,63,58,51,51,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,6,New Lebanon School,2011-12,261,15,42,NA,NA,42,43,35,36,48,42,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,7,North Mianus School,2011-12,461,NA,71,NA,NA,71,77,79,73,81,80,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,8,North Street School,2011-12,438,15,72,NA,NA,72,77,63,70,70,71,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,9,Old Greenwich School,2011-12,426,30,58,NA,NA,58,79,65,70,59,65,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,11,Parkway School,2011-12,268,12,28,NA,NA,28,40,40,43,58,47,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,10,Riverside School,2011-12,520,NA,75,NA,NA,75,93,91,86,84,91,NA,NA,NA,NA,NA,NA,NA
57,Greenwich School District,53,Western Middle School,2011-12,474,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,136,172,166,NA,NA,NA,NA
58,Griswold School District,3,Griswold Elementary School,2011-12,727,85,6,NA,133,139,116,118,136,133,NA,NA,NA,NA,NA,NA,NA,NA
58,Griswold School District,62,Griswold High School,2011-12,652,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,148,184,147,173
58,Griswold School District,51,Griswold Middle School,2011-12,586,NA,NA,NA,NA,0,NA,NA,NA,NA,138,158,146,144,NA,NA,NA,NA
59,Groton School District,53,Carl C. Cutler Middle School,2011-12,355,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,119,113,123,NA,NA,NA,NA
59,Groton School District,20,Catherine Kolnaski Magnet School,2011-12,486,17,81,NA,20,101,92,75,68,62,71,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,18,Charles Barnum School,2011-12,392,67,61,NA,22,83,65,52,51,35,39,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,3,Claude Chester School,2011-12,327,16,62,NA,NA,62,57,43,49,51,49,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,51,Fitch Middle School,2011-12,407,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,133,143,131,NA,NA,NA,NA
59,Groton School District,61,Fitch Senior High School,2011-12,1237,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,272,319,329,317
59,Groton School District,17,Mary Morrisson School,2011-12,373,67,40,NA,21,61,59,66,42,42,36,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,19,Northeast Academy Elementary School,2011-12,425,43,41,NA,13,54,59,82,67,56,64,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,12,Pleasant Valley School,2011-12,356,17,66,NA,NA,66,69,43,54,64,43,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,1,S. B. Butler School,2011-12,321,9,65,NA,NA,65,35,56,60,49,47,NA,NA,NA,NA,NA,NA,NA
59,Groton School District,52,West Side Middle School,2011-12,268,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,86,83,99,NA,NA,NA,NA
60,Guilford School District,7,A. Baldwin Middle School,2011-12,585,NA,NA,NA,NA,0,NA,NA,NA,NA,268,317,NA,NA,NA,NA,NA,NA
60,Guilford School District,6,A. W. Cox School,2011-12,313,NA,1,NA,51,52,70,56,63,72,NA,NA,NA,NA,NA,NA,NA,NA
60,Guilford School District,4,Calvin Leete School,2011-12,327,NA,1,NA,50,51,70,63,66,77,NA,NA,NA,NA,NA,NA,NA,NA
60,Guilford School District,51,E. C. Adams Middle School,2011-12,551,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,283,268,NA,NA,NA,NA
60,Guilford School District,61,Guilford High School,2011-12,1131,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,279,284,277,291
60,Guilford School District,2,Guilford Lakes School,2011-12,389,50,NA,NA,59,59,75,68,73,64,NA,NA,NA,NA,NA,NA,NA,NA
60,Guilford School District,3,Melissa Jones School,2011-12,360,NA,1,NA,62,63,74,69,75,79,NA,NA,NA,NA,NA,NA,NA,NA
62,Hamden School District,80,Alice Peck Pre-K Program,2011-12,70,70,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Hamden School District,12,Bear Path School,2011-12,468,NA,63,NA,NA,63,74,69,57,61,62,82,NA,NA,NA,NA,NA,NA
62,Hamden School District,2,Church Street School,2011-12,406,15,68,NA,NA,68,60,54,49,55,49,56,NA,NA,NA,NA,NA,NA
62,Hamden School District,3,Dunbar Hill School,2011-12,321,NA,40,NA,NA,40,57,36,39,46,48,55,NA,NA,NA,NA,NA,NA
62,Hamden School District,61,Hamden High School,2011-12,1851,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,473,474,450,454
62,Hamden School District,52,Hamden Middle School,2011-12,906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,450,456,NA,NA,NA,NA
62,Hamden School District,4,Helen Street School,2011-12,267,14,41,NA,NA,41,50,39,27,31,30,35,NA,NA,NA,NA,NA,NA
62,Hamden School District,11,Ridge Hill School,2011-12,321,NA,49,NA,NA,49,45,40,40,50,50,47,NA,NA,NA,NA,NA,NA
62,Hamden School District,1,Shepherd Glen School,2011-12,337,NA,52,NA,NA,52,63,51,44,40,40,47,NA,NA,NA,NA,NA,NA
62,Hamden School District,10,Spring Glen School,2011-12,394,NA,64,NA,NA,64,66,61,67,57,42,37,NA,NA,NA,NA,NA,NA
62,Hamden School District,14,West Woods School,2011-12,476,NA,62,NA,NA,62,57,73,72,70,68,74,NA,NA,NA,NA,NA,NA
63,Hampton School District,1,Hampton Elementary School,2011-12,126,23,14,NA,NA,14,14,14,11,18,10,22,NA,NA,NA,NA,NA,NA
64,Hartford School District,1,Americas Choice at SAND,2011-12,471,NA,66,NA,NA,66,57,52,46,59,45,58,43,45,NA,NA,NA,NA
64,Hartford School District,7,Asian Studies School at Dwight/Belizzi School,2011-12,440,21,76,NA,NA,76,64,54,42,65,66,52,NA,NA,NA,NA,NA,NA
64,Hartford School District,4,Batchelder School,2011-12,553,23,55,NA,NA,55,41,56,64,66,65,54,64,65,NA,NA,NA,NA
64,Hartford School District,35,Breakthrough II,2011-12,170,42,21,NA,NA,21,22,22,22,20,21,NA,NA,NA,NA,NA,NA,NA
64,Hartford School District,33,Breakthrough Magnet School,2011-12,355,54,34,NA,NA,34,32,33,33,34,35,34,33,33,NA,NA,NA,NA
64,Hartford School District,61,Bulkeley High School Lower School,2011-12,634,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,480,154,NA,NA
64,Hartford School District,71,Bulkeley High School Upper School,2011-12,399,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,203
64,Hartford School District,6,Burns Latino Studies Academy,2011-12,598,18,58,NA,NA,58,67,68,61,53,71,55,71,76,NA,NA,NA,NA
64,Hartford School District,23,Burr School,2011-12,809,37,103,NA,NA,103,108,96,82,88,79,74,67,75,NA,NA,NA,NA
64,Hartford School District,69,Capital Preparatory Magnet School,2011-12,521,24,16,NA,NA,16,19,20,23,22,20,62,57,66,57,56,44,35
64,Hartford School District,24,Clark School,2011-12,396,21,46,NA,NA,46,54,45,48,43,33,31,35,40,NA,NA,NA,NA
64,Hartford School District,64,Classical Magnet School,2011-12,714,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,110,104,112,107,99,98,84
64,Hartford School District,60,Culinary Arts Academy,2011-12,297,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,121,80,54,42
64,Hartford School District,14,Dr. James H Naylor/CCSU Leadership Academy,2011-12,706,36,90,NA,NA,90,73,81,69,81,83,54,68,71,NA,NA,NA,NA
64,Hartford School District,53,Dr. Joseph Bellizzi Middle School,2011-12,146,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,58,88,NA,NA,NA,NA
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2011-12,314,54,90,NA,NA,90,83,51,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
